Andrey Rublev,Alexander Bublik
0.7075837937605681,0.6678679333738602
0.7092168689292929,0.6679653032727273
0.7108277673386433,0.6680620848338369
0.7124169911554414,0.668158283373494
0.7124929308757939,0.6701449844136029
0.7125684158672819,0.6721021602053038
0.7126434502021042,0.6740305417788932
0.7127180379039812,0.6759308351378446
0.7085742855381052,0.6760334923504607
0.7101662437946173,0.676135542123949
0.7117371683775812,0.6762369898338768
0.7132875212436975,0.6763378407925695
0.7148177502519224,0.6764381002500387
0.7148918430298845,0.6783189234477498
0.7149655037799867,0.6801727105981703
0.715038736269914,0.6820001083124627
0.7151115442236677,0.6838017418187179
0.7110726880924856,0.6839073407818164
0.7126055472224828,0.6840123311053583
0.7141188552254643,0.6841167180362362
0.7156130254485007,0.6842205067612064
0.7170884591030303,0.6843237024077482
0.7171606408218942,0.6861068605788982
0.7172324124173554,0.68189929
0.7173037773748819,0.6777527815812516
0.7173747391405582,0.6736659051069742
0.717445301121639,0.6754771936296804
0.7175154666870958,0.6772639590866256
0.7175852391681522,0.6790267509243698
0.7176546218588116,0.6807661015802076
0.7191208182847091,0.6808594709749304
0.7205687522951907,0.6809523216507938
0.7219987998522622,0.6810446579184805
0.7234113261878454,0.6811364840410419
0.7234845732231405,0.6828577657786166
0.7235574178021977,0.6845564562637363
0.7236298632328768,0.6862330457750876
0.7237019127868851,0.6878880098865069
0.7251011617367091,0.687983892483756
0.7251737803665503,0.6896187367341521
0.7252460053994817,0.6912328284996305
0.7266301647285547,0.6913302336314496
0.7279976557839012,0.6914271136682185
0.7280713063959156,0.6875252073862075
0.7281445620984821,0.689136603391621
0.7294974410084034,0.689229501770293
0.7256333032866195,0.6893219046909453
0.7257028238886374,0.6909151745626477
0.7257719756810956,0.6924887426057107
0.7219471609538715,0.6925825321132898
0.7220118884269204,0.6941376916002543
0.7220762752290587,0.6903344758016782
0.722140324042734,0.6918855805645877
0.7222040375223067,0.6934180443380704
0.722267418294414,0.6896917867762903
0.7223304689583333,0.6912201825
0.723705580082463,0.6913088368640936
0.7199191424064478,0.6913970318791506
0.7212930680139,0.691484771106016
0.7175669999237396,0.6915720580688254
0.71893937554448,0.6916588962554764
0.7202960015911295,0.6917452891180933
0.7203546901887055,0.6880561347350349
0.7204130793546608,0.6895853034920636
0.7204711713747335,0.6910966001860138
0.7205289685114555,0.6925903677018288
0.7205864730044476,0.6889864266212005
0.720643687070707,0.6904761365656567
0.7219897572721586,0.6905579925767582
0.7233205194639867,0.6906394372511205
0.7246362580637025,0.6907204736815011
0.7259372502,0.6908011049297298
0.7259972570573566,0.6922769244994895
0.7260569653731344,0.6937360283913765
0.7261163773697271,0.6951787268019654
0.7261754952475248,0.6916548269306931
0.7262343211851853,0.6930939750220285
0.7275243844334975,0.6931737686699507
0.7288001310239638,0.6932531702114949
0.7251914850158128,0.6933321825297962
0.7264667483618582,0.6934108084797929
0.7277281235445084,0.6934890508885702
0.7277861873721078,0.6900021599570259
0.7278439693364667,0.691441047015346
0.7279014714850173,0.6928641865722978
0.7279586958454107,0.6894409422222222
0.7280156444257541,0.6860562896544151
0.7280723192148457,0.6827095346927915
0.7293238960118993,0.6827766385038384
0.7305619619138757,0.6828434212440191
0.7270284011455848,0.6829098852121702
0.728266177356995,0.682976032685235
0.7294908333034222,0.6830418659185228
0.7295467470153882,0.6844870854976304
0.7296023963599219,0.6859168694900373
0.7296577832075472,0.6826145049056604
0.7297129094111837,0.6840397497371347
0.7297677768063525,0.685450048853773
0.7262842302989899,0.6855155396858399
0.7275114487850467,0.6855807244859813
0.7287258389941371,0.6856456053942805
0.7299276185665453,0.6857101845309133
