Alejandro Davidovich Fokina,Holger Rune
0.6106393047275432,0.6099896983231609
0.6107501003558191,0.6128151241145751
0.6108601184709141,0.615588565582846
0.610969367228561,0.618311624424806
0.6110778546708234,0.6209858342432965
0.6068194215740741,0.6210186430917874
0.6093764145029072,0.6210512248894238
0.6118914386995075,0.6210835819850076
0.6143656617001632,0.6211157166950545
0.6102248632876712,0.6211476313043478
0.6126743374473693,0.6211793280664788
0.6127794055391662,0.6238329894462732
0.612883761304917,0.619407617292463
0.6129874119641424,0.6220307559601707
0.6130903646391306,0.624608462671156
0.6131926263565686,0.6202922617366636
0.6132942040491407,0.6228414356644598
0.6091888015738562,0.6228741410829932
0.6051505656949329,0.6229066291897757
0.6076091648089659,0.6229389021435329
0.6100296812321232,0.6229709620744932
0.6060824220605759,0.623002811084855
0.60847879971074,0.6230344512492473
0.6108391215395788,0.6230658846151794
0.6131642993371784,0.6230971132034835
0.6132585770499226,0.6188125205929424
0.6133522445509338,0.6213644986407767
0.6134453077454869,0.6238739903570745
0.6135377724629045,0.6263421684685707
0.6136296444577747,0.6287701611351756
0.6159344353412722,0.6288085206811627
0.6120654234486717,0.6288466358988313
0.6143490342675737,0.628884509115118
0.616599630028005,0.628922142627504
0.6188180101034921,0.6289595387044807
0.6189133082069955,0.6313645841896469
0.619008008830226,0.6337310392118226
0.6191021175745615,0.6295740798490566
0.6191956399715801,0.6319179089457594
0.6192885814841452,0.6278415012836438
0.6193809475074684,0.6301629698275911
0.6215821500053678,0.6302001268184392
0.6177839938801062,0.6302370551508822
0.619966499642389,0.6302737569291383
0.622118589370238,0.6303102342316864
0.6183996092826399,0.6303464891116581
0.6205339212158055,0.6303825235972227
0.6206232123636364,0.6263492922534436
0.6207119639879155,0.6286658212590839
0.6208001809638555,0.6247080079862306
0.6208878681081081,0.6208103908963831
0.6209750301796407,0.6231170771383548
0.621061671880597,0.6253896809656068
0.6211477978571429,0.6215740222003283
0.6212334127002967,0.6238251215947652
0.6213185209467457,0.626043835859994
0.6214031270796461,0.6282309308029053
0.6235290439883325,0.6282615911893228
0.6256259441796068,0.628292071749427
0.6219416200694148,0.6283223740606417
0.6240219564074109,0.6283524996819951
0.6260745932558139,0.6283824501543872
0.6261613335652174,0.6246327441932367
0.6262475724855492,0.6268123833105623
0.626333314351585,0.6289615644578825
0.626418563448276,0.6252871343762265
0.6265033240114614,0.627417555456142
0.6265876002285715,0.6238046573714287
0.6266713962393163,0.6259165511255822
0.6267547161363637,0.6223630328418038
0.6268375639660057,0.6188573090084986
0.6269199437288135,0.6209604581158849
0.6270018593802816,0.6230360110595883
0.6270833148314607,0.6250845600068616
0.6234163258654574,0.6251083785677936
0.6254743947160515,0.6251320640641391
0.6275053205571031,0.625155617607859
0.6295096931593454,0.6251790402985581
0.6314880846025996,0.6252023332236577
0.6315710966935827,0.6272345381416373
0.6316536514176733,0.6237930943192692
0.6317357525443787,0.625808562217484
0.6318174038018967,0.6224204984434297
0.6318986088776797,0.619075492021858
0.6319793714189897,0.6210830231500228
0.6320596950334448,0.6230656299432893
0.632139583289556,0.6250238166758301
0.6285339688566124,0.6250456266988138
0.6249764586000164,0.6250673191475498
0.6269636347045032,0.6250888949702174
0.6289255822240007,0.6251103551048276
0.6308628265161419,0.6251317004793598
0.627383720997647,0.6251529320118945
0.6293072571626028,0.6251740506107455
0.6312071097343637,0.6251950571745892
0.631281747777011,0.627143390234316
0.6313559919513595,0.6238470001549431
0.6314298453668956,0.6257800495063011
0.6315033111004603,0.6276897950083512
0.6315763921966766,0.6295766930541012
0.6334595629190225,0.6296010068813461
0.6353197993154762,0.629625194074074
0.6371575586493506,0.6296492556190476
0.6389732856192074,0.6296731924928036
0.6390509104225353,0.631543907361668
0.6391281350980108,0.6333924938511509
0.639204962731453,0.6352193767686201
0.6392813963770314,0.6370249697130977
0.6410800599402644,0.6370546977922168
0.6376845070068027,0.6370842741974628
0.6343304503220145,0.6371137000866516
0.6361279878256032,0.6371429766058445
0.6379046246751054,0.6371721048894972
0.6396607577777778,0.637201086060606
0.6397344559166724,0.6339731354609234
0.6398077837131605,0.6307829901507538
0.6398807439517714,0.6325926760955368
0.6399533393891893,0.6294474962526316
0.6400255727546,0.6312444281818329
0.6400974467500337,0.6330211124946696
0.6401689640507009,0.6347779182326102
0.6402401273053252,0.6365152051992892
0.6369300414602701,0.6365421698714784
0.63868389182266,0.63656900171277
0.6404177664396244,0.6365957017022617
0.6371655755314758,0.636622270809452
0.6339512279629895,0.6366487099943576
0.635683744889452,0.6366750202076298
0.6373970224064045,0.6367012023906669
0.6342370390291262,0.6367272574757281
0.6359400476945143,0.6367531863860434
0.6376245076230662,0.6367789900359222
0.6376894051035534,0.6385091845991866
0.6377539905769231,0.6402202646153846
0.6378182662878304,0.6419125708145935
0.6378822344594512,0.6388316509090909
0.6379458972937374,0.6405133850617413
0.639616650984127,0.6405411482236025
0.6396809028028503,0.6422058601354799
0.6397448501105845,0.6391715712941587
0.641399314609929,0.6391978955900738
0.6430360259123403,0.6392240957147818
0.6431013704476435,0.6408807364866571
0.6431664082010906,0.6378819030189216
0.644787303509411,0.6379067342729401
0.6416894471796343,0.6379314494930614
0.6417524360124129,0.6395800066458842
0.6418151318738765,0.6412112828764797
0.6434288983803973,0.6412379263286883
0.6450257282996633,0.6412644464315813
0.645089704152845,0.6428807029231277
0.6451533851864265,0.6444802100117253
0.6420958256928403,0.6445085422501531
0.6390711041223974,0.6445367445241844
