Daniil Medvedev,Christopher Eubanks
0.740613023983488,0.6688180653850467
0.7423817531424206,0.6688924336580149
0.7370555361959183,0.6689663442800726
0.7371108935720546,0.6707029910429448
0.7371659123709666,0.6670365540696489
0.7389401305099779,0.6671063282359614
0.7406841643768998,0.6671756782432083
0.7407426972121213,0.6689070282144522
0.7408008763746223,0.6652895473001085
0.740858705060241,0.6617179766922234
0.7409161864264264,0.6581913603973899
0.7409733235928144,0.6547087700134061
0.741030119641791,0.651269303721393
0.7427556016643092,0.6513151292063492
0.7375574325990574,0.6513606827299703
0.7392843189015914,0.6514059667061144
0.7342038055457227,0.6514509835201574
0.735930937210084,0.6514957355294118
0.7376301540552206,0.6515402250635387
0.7376801155379014,0.6533187738837289
0.7377297856999834,0.6550758945534251
0.7377791670820535,0.6516721417054263
0.737828262195242,0.6483096332211449
0.7378770735216491,0.6449875518414534
0.7379256035147627,0.64170510273019
0.7329472724932861,0.6417360716002283
0.7280502421903852,0.641766862998232
0.729785447410747,0.6417974784453901
0.7314933931313132,0.6418279194455558
0.7331747798648649,0.6418581874854932
0.7284310524322137,0.6418882840351194
0.7237611914164293,0.6419182105477421
0.7254643011890288,0.6419479684602937
0.7271418016414265,0.6419775591935613
0.7225883910286873,0.6420069841524128
0.7181033170835124,0.6420362447260193
0.7197988912100467,0.6420653422880737
0.7214697880373483,0.6420942781970056
0.7231165930193906,0.6421230537961926
0.7231448160589319,0.6388260468321532
0.7231728835996327,0.6406350086004353
0.7232007969230769,0.6373861265934067
0.7232285572968036,0.6391826124062352
0.7232561659744989,0.6409583110951419
0.7232836241961853,0.6377644972429517
0.7233109331884058,0.6395282280376029
0.7233380941644083,0.6412719659867954
0.7249733281143623,0.6412982761095591
0.7265852368379656,0.6413244443987771
0.72817436139173,0.641350471998268
0.7297412256749979,0.6413763600395848
0.7297738306434363,0.6431066401426024
0.7298062617187098,0.6448175022000884
0.7298385202882636,0.6416800744008959
0.7298706077248224,0.6433801106471801
0.7299025253865847,0.6402857952367209
0.7299342746174142,0.6372257258047493
0.7299658567470289,0.6389226351632928
0.7299972730911861,0.6359035451888259
0.7300285249518662,0.6329172064523826
